sheet_title,breakdown,scenario,series,unit,year,value
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Low-Demand,Low Demand Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2040,-2187.0
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Low-Demand,Low Demand Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2041,-2194.0
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Low-Demand,Low Demand Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2042,-2207.0
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Low-Demand,Low Demand Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2043,-2210.0
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Low-Demand,Low Demand Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2044,-2216.0
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Low-Demand,Low Demand Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2045,-2222.0
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Low-Demand,Low Demand Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2046,-2228.0
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Low-Demand,Low Demand Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2047,-2233.0
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Low-Demand,Low Demand Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2048,-2241.0
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Low-Demand,Low Demand Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2049,-2252.0
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Low-Demand,Low Demand Scenario Summer - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2050,-2259.0
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Low-Demand,Low Demand Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2027,-1411.0
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Low-Demand,Low Demand Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2028,-1435.0
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Low-Demand,Low Demand Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2029,-1455.0
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Low-Demand,Low Demand Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2030,-1465.0
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Low-Demand,Low Demand Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2031,-1488.0
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Low-Demand,Low Demand Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2032,-1537.0
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Low-Demand,Low Demand Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2033,-1539.0
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Low-Demand,Low Demand Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2034,-1546.0
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Low-Demand,Low Demand Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2035,-1554.0
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Low-Demand,Low Demand Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2036,-1556.0
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Low-Demand,Low Demand Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2037,-1558.0
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Low-Demand,Low Demand Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2038,-1556.0
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Low-Demand,Low Demand Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2039,-1557.0
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Low-Demand,Low Demand Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2040,-1557.0
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Low-Demand,Low Demand Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2041,-1562.0
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Low-Demand,Low Demand Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2042,-1572.0
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Low-Demand,Low Demand Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2043,-1574.0
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Low-Demand,Low Demand Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2044,-1578.0
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Low-Demand,Low Demand Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2045,-1582.0
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Low-Demand,Low Demand Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2046,-1587.0
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Low-Demand,Low Demand Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2047,-1590.0
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Low-Demand,Low Demand Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2048,-1596.0
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Low-Demand,Low Demand Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2049,-1603.0
Table 1: Industrial Conservation Initiative Maximum Annual Impact by Scenario,other,Low-Demand,Low Demand Scenario Winter - System Peak Demand Day - Maximum ICI Impact,Hourly Energy Demand (MW),2050,-1608.0
Table 2: Peak Perks - Annual Demand Savings by Scenario,other,Reference,Reference Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2027,245.0
Table 2: Peak Perks - Annual Demand Savings by Scenario,other,Reference,Reference Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2028,247.0
Table 2: Peak Perks - Annual Demand Savings by Scenario,other,Reference,Reference Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2029,249.0
Table 2: Peak Perks - Annual Demand Savings by Scenario,other,Reference,Reference Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2030,251.0
Table 2: Peak Perks - Annual Demand Savings by Scenario,other,Reference,Reference Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2031,254.0
Table 2: Peak Perks - Annual Demand Savings by Scenario,other,Reference,Reference Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2032,256.0
Table 2: Peak Perks - Annual Demand Savings by Scenario,other,Reference,Reference Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2033,258.0
Table 2: Peak Perks - Annual Demand Savings by Scenario,other,Reference,Reference Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2034,260.0
Table 2: Peak Perks - Annual Demand Savings by Scenario,other,Reference,Reference Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2035,262.0
Table 2: Peak Perks - Annual Demand Savings by Scenario,other,Reference,Reference Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2036,265.0
Table 2: Peak Perks - Annual Demand Savings by Scenario,other,Reference,Reference Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2037,267.0
Table 2: Peak Perks - Annual Demand Savings by Scenario,other,Reference,Reference Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2038,269.0
Table 2: Peak Perks - Annual Demand Savings by Scenario,other,Reference,Reference Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2039,271.0
Table 2: Peak Perks - Annual Demand Savings by Scenario,other,Reference,Reference Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2040,273.0
Table 2: Peak Perks - Annual Demand Savings by Scenario,other,Reference,Reference Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2041,275.0
Table 2: Peak Perks - Annual Demand Savings by Scenario,other,Reference,Reference Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2042,277.0
Table 2: Peak Perks - Annual Demand Savings by Scenario,other,Reference,Reference Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2043,279.0
Table 2: Peak Perks - Annual Demand Savings by Scenario,other,Reference,Reference Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2044,282.0
Table 2: Peak Perks - Annual Demand Savings by Scenario,other,Reference,Reference Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2045,284.0
Table 2: Peak Perks - Annual Demand Savings by Scenario,other,Reference,Reference Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2046,286.0
Table 2: Peak Perks - Annual Demand Savings by Scenario,other,Reference,Reference Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2047,288.0
Table 2: Peak Perks - Annual Demand Savings by Scenario,other,Reference,Reference Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2048,290.0
Table 2: Peak Perks - Annual Demand Savings by Scenario,other,Reference,Reference Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2049,292.0
Table 2: Peak Perks - Annual Demand Savings by Scenario,other,Reference,Reference Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2050,294.0
Table 2: Peak Perks - Annual Demand Savings by Scenario,other,High-Demand,High Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2027,245.0
Table 2: Peak Perks - Annual Demand Savings by Scenario,other,High-Demand,High Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2028,248.0
Table 2: Peak Perks - Annual Demand Savings by Scenario,other,High-Demand,High Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2029,251.0
Table 2: Peak Perks - Annual Demand Savings by Scenario,other,High-Demand,High Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2030,253.0
Table 2: Peak Perks - Annual Demand Savings by Scenario,other,High-Demand,High Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2031,256.0
Table 2: Peak Perks - Annual Demand Savings by Scenario,other,High-Demand,High Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2032,259.0
Table 2: Peak Perks - Annual Demand Savings by Scenario,other,High-Demand,High Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2033,262.0
Table 2: Peak Perks - Annual Demand Savings by Scenario,other,High-Demand,High Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2034,265.0
Table 2: Peak Perks - Annual Demand Savings by Scenario,other,High-Demand,High Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2035,268.0
Table 2: Peak Perks - Annual Demand Savings by Scenario,other,High-Demand,High Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2036,271.0
Table 2: Peak Perks - Annual Demand Savings by Scenario,other,High-Demand,High Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2037,274.0
Table 2: Peak Perks - Annual Demand Savings by Scenario,other,High-Demand,High Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2038,277.0
Table 2: Peak Perks - Annual Demand Savings by Scenario,other,High-Demand,High Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2039,280.0
Table 2: Peak Perks - Annual Demand Savings by Scenario,other,High-Demand,High Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2040,283.0
Table 2: Peak Perks - Annual Demand Savings by Scenario,other,High-Demand,High Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2041,286.0
Table 2: Peak Perks - Annual Demand Savings by Scenario,other,High-Demand,High Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2042,289.0
Table 2: Peak Perks - Annual Demand Savings by Scenario,other,High-Demand,High Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2043,292.0
Table 2: Peak Perks - Annual Demand Savings by Scenario,other,High-Demand,High Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2044,295.0
Table 2: Peak Perks - Annual Demand Savings by Scenario,other,High-Demand,High Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2045,298.0
Table 2: Peak Perks - Annual Demand Savings by Scenario,other,High-Demand,High Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2046,301.0
Table 2: Peak Perks - Annual Demand Savings by Scenario,other,High-Demand,High Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2047,304.0
Table 2: Peak Perks - Annual Demand Savings by Scenario,other,High-Demand,High Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2048,307.0
Table 2: Peak Perks - Annual Demand Savings by Scenario,other,High-Demand,High Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2049,310.0
Table 2: Peak Perks - Annual Demand Savings by Scenario,other,High-Demand,High Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2050,313.0
Table 2: Peak Perks - Annual Demand Savings by Scenario,other,Low-Demand,Low Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2027,245.0
