sheet_title,breakdown,scenario,series,unit,year,value
Table 2: Peak Perks - Annual Demand Savings by Scenario,other,Low-Demand,Low Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2043,268.0
Table 2: Peak Perks - Annual Demand Savings by Scenario,other,Low-Demand,Low Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2044,269.0
Table 2: Peak Perks - Annual Demand Savings by Scenario,other,Low-Demand,Low Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2045,270.0
Table 2: Peak Perks - Annual Demand Savings by Scenario,other,Low-Demand,Low Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2046,271.0
Table 2: Peak Perks - Annual Demand Savings by Scenario,other,Low-Demand,Low Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2047,272.0
Table 2: Peak Perks - Annual Demand Savings by Scenario,other,Low-Demand,Low Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2048,273.0
Table 2: Peak Perks - Annual Demand Savings by Scenario,other,Low-Demand,Low Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2049,274.0
Table 2: Peak Perks - Annual Demand Savings by Scenario,other,Low-Demand,Low Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2050,275.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,Reference,Reference Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2027,245.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,Reference,Reference Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2028,246.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,Reference,Reference Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2029,247.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,Reference,Reference Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2030,248.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,Reference,Reference Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2031,250.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,Reference,Reference Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2032,250.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,Reference,Reference Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2033,251.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,Reference,Reference Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2034,252.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,Reference,Reference Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2035,252.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,Reference,Reference Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2036,253.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,Reference,Reference Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2037,254.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,Reference,Reference Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2038,255.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,Reference,Reference Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2039,256.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,Reference,Reference Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2040,257.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,Reference,Reference Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2041,258.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,Reference,Reference Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2042,259.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,Reference,Reference Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2043,260.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,Reference,Reference Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2044,261.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,Reference,Reference Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2045,262.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,Reference,Reference Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2046,263.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,Reference,Reference Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2047,264.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,Reference,Reference Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2048,265.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,Reference,Reference Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2049,266.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,Reference,Reference Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2050,268.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,High-Demand,High Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2027,245.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,High-Demand,High Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2028,247.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,High-Demand,High Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2029,249.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,High-Demand,High Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2030,252.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,High-Demand,High Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2031,254.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,High-Demand,High Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2032,255.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,High-Demand,High Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2033,256.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,High-Demand,High Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2034,257.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,High-Demand,High Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2035,258.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,High-Demand,High Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2036,259.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,High-Demand,High Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2037,260.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,High-Demand,High Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2038,261.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,High-Demand,High Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2039,263.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,High-Demand,High Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2040,264.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,High-Demand,High Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2041,265.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,High-Demand,High Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2042,267.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,High-Demand,High Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2043,268.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,High-Demand,High Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2044,269.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,High-Demand,High Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2045,271.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,High-Demand,High Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2046,272.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,High-Demand,High Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2047,274.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,High-Demand,High Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2048,276.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,High-Demand,High Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2049,278.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,High-Demand,High Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2050,280.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,Low-Demand,Low Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2027,245.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,Low-Demand,Low Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2028,245.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,Low-Demand,Low Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2029,246.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,Low-Demand,Low Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2030,247.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,Low-Demand,Low Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2031,248.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,Low-Demand,Low Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2032,249.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,Low-Demand,Low Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2033,249.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,Low-Demand,Low Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2034,249.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,Low-Demand,Low Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2035,250.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,Low-Demand,Low Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2036,250.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,Low-Demand,Low Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2037,251.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,Low-Demand,Low Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2038,251.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,Low-Demand,Low Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2039,252.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,Low-Demand,Low Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2040,252.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,Low-Demand,Low Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2041,252.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,Low-Demand,Low Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2042,253.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,Low-Demand,Low Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2043,254.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,Low-Demand,Low Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2044,254.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,Low-Demand,Low Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2045,255.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,Low-Demand,Low Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2046,255.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,Low-Demand,Low Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2047,256.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,Low-Demand,Low Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2048,256.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,Low-Demand,Low Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2049,257.0
Table 3: Commercial Heating Ventilation Air Conditioning Demand Response by Scenario,other,Low-Demand,Low Demand Scenario Program Peak Hour Response,Hourly Energy Demand (MW),2050,257.0
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Reference,Reference Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2027,19.97
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Reference,Reference Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2028,20.74
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Reference,Reference Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2029,21.0
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Reference,Reference Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2030,21.27
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Reference,Reference Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2031,21.21
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Reference,Reference Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2032,21.0
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Reference,Reference Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2033,20.66
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Reference,Reference Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2034,20.86
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Reference,Reference Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2035,21.15
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Reference,Reference Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2036,21.79
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Reference,Reference Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2037,22.64
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Reference,Reference Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2038,23.04
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Reference,Reference Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2039,23.95
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Reference,Reference Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2040,23.78
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Reference,Reference Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2041,23.44
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Reference,Reference Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2042,23.55
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Reference,Reference Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2043,23.61
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Reference,Reference Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2044,23.43
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Reference,Reference Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2045,23.32
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Reference,Reference Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2046,23.01
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Reference,Reference Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2047,22.68
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Reference,Reference Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2048,22.78
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Reference,Reference Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2049,22.96
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Reference,Reference Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2050,23.14
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Reference,Reference Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2027,11.46
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Reference,Reference Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2028,11.93
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Reference,Reference Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2029,12.77
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Reference,Reference Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2030,13.52
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Reference,Reference Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2031,14.22
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Reference,Reference Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2032,14.84
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Reference,Reference Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2033,15.29
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Reference,Reference Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2034,15.65
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Reference,Reference Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2035,15.92
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Reference,Reference Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2036,16.01
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Reference,Reference Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2037,16.13
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Reference,Reference Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2038,16.15
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Reference,Reference Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2039,16.24
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Reference,Reference Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2040,16.31
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Reference,Reference Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2041,16.37
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Reference,Reference Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2042,16.47
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Reference,Reference Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2043,16.58
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Reference,Reference Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2044,16.67
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Reference,Reference Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2045,16.78
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Reference,Reference Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2046,16.86
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Reference,Reference Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2047,16.91
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Reference,Reference Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2048,17.04
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Reference,Reference Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2049,17.15
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Reference,Reference Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2050,17.28
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,High-Demand,High-Demand Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2027,19.97
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,High-Demand,High-Demand Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2028,20.8
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,High-Demand,High-Demand Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2029,21.15
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,High-Demand,High-Demand Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2030,21.51
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,High-Demand,High-Demand Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2031,21.55
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,High-Demand,High-Demand Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2032,21.45
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,High-Demand,High-Demand Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2033,21.24
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,High-Demand,High-Demand Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2034,21.58
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,High-Demand,High-Demand Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2035,22.02
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,High-Demand,High-Demand Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2036,22.83
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,High-Demand,High-Demand Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2037,23.86
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,High-Demand,High-Demand Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2038,24.44
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,High-Demand,High-Demand Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2039,25.52
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,High-Demand,High-Demand Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2040,25.5
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,High-Demand,High-Demand Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2041,25.32
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,High-Demand,High-Demand Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2042,25.62
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,High-Demand,High-Demand Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2043,25.87
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,High-Demand,High-Demand Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2044,25.87
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,High-Demand,High-Demand Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2045,25.94
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,High-Demand,High-Demand Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2046,25.82
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,High-Demand,High-Demand Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2047,25.68
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,High-Demand,High-Demand Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2048,25.97
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,High-Demand,High-Demand Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2049,26.33
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,High-Demand,High-Demand Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2050,26.71
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,High-Demand,High-Demand Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2027,11.73
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,High-Demand,High-Demand Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2028,12.32
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,High-Demand,High-Demand Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2029,13.28
